hotel_name,url_short,other_rating
Hotel Imperial A Luxury Collection Hotel,https://www.hotels.com/ho230920/hotel-imperial-a-luxury-collection-hotel-vienna-vienna-austria/,9.6
Alexandra Barcelona A DoubleTree by Hilton,https://www.hotels.com/ho117426/alexandra-barcelona-hotel-curio-collection-by-hilton-barcelona-spain/,8.6
La Villa Maillot,https://www.hotels.com/ho118289/la-villa-maillot-paris-france/,9.2
La Villa Royale,https://www.hotels.com/ho380252/doi-tung-lodge-mae-fa-luang-thailand/,9.0
Blakes Hotel,https://www.hotels.com/ho151416/blakes-hotel-london-london-united-kingdom/,8.2
Hotel Neri,https://www.hotels.com/ho220937/hotel-neri-relais-chateaux-barcelona-spain/,9.2
Le Grey Hotel,https://www.hotels.com/ho178281/le-grey-hotel-paris-france/,9.0
H tel Saint Marc,https://www.hotels.com/ho337909/secrets-st-james-montego-bay-luxury-adults-only-all-inclusive-montego-bay-jamaica/,8.0
Egerton House,https://www.hotels.com/ho425910/the-egerton-house-hotel-london-united-kingdom/,9.8
La Tremoille Paris,https://www.hotels.com/ho486354/hotel-de-la-tremoille-paris-france/,8.8
Jumeirah Carlton Tower,https://www.hotels.com/ho106034/the-carlton-tower-jumeirah-london-united-kingdom/,9.8
Garden Elys e,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Hotel Verneuil Saint Germain,https://www.hotels.com/ho346026/hotel-new-vineuil-france/,6.8
Mercure Paris Notre Dame Saint Germain des Pr s,https://www.hotels.com/ho132548/mercure-paris-notre-dame-saint-germain-des-pres-paris-france/,8.2
Hotel Gran Derby Suites,https://www.hotels.com/ho168945/gran-derby-suite-hotel-barcelona-spain/,8.6
Hotel Derby,https://www.hotels.com/ho132388/hotel-derby-barcelona-barcelona-spain/,8.2
Arenas Atiram Hotels,https://www.hotels.com/ho225667/arenas-atiram-hotels-barcelona-spain/,7.4
Hotel Crivi s,https://www.hotels.com/ho215700/schloss-basthorst-crivitz-germany/,9.0
Mercure Paris Alesia,https://www.hotels.com/ho247116/mercure-paris-alesia-paris-france/,8.2
Dukes Hotel,https://www.hotels.com/ho514496288/dukes-the-palm-a-royal-hideaway-hotel-dubai-united-arab-emirates/,8.6
Best Western Plus 61 Paris Nation Hotel,https://www.hotels.com/ho183313/best-western-plus-61-paris-nation-hotel-paris-france/,7.6
Milan Marriott Hotel,https://www.hotels.com/ho205266/milan-marriott-hotel-milan-italy/,7.8
Covent Garden Hotel,https://www.hotels.com/ho481100/covent-garden-hotel-firmdale-hotels-london-united-kingdom/,9.6
H tel San R gis,https://www.hotels.com/ho275776/landmar-costa-los-gigantes-santiago-del-teide-spain/,8.6
Molitor Paris MGallery by Sofitel,https://www.hotels.com/ho454830/hotel-molitor-paris-mgallery-paris-france/,9.2
Best Western Hotel Major,https://www.hotels.com/ho180179/best-western-hotel-major-milan-italy/,8.2
UNA Hotel Mediterraneo,https://www.hotels.com/ho128534/unahotels-mediterraneo-milano-milan-italy/,8.4
Hotel Bristol,https://www.hotels.com/ho109357/hotel-bristol-berlin-berlin-germany/,8.4
HCC Regente,https://www.hotels.com/ho123850/hotel-hcc-regente-barcelona-spain/,8.2
Hotel Les Rives de Notre Dame,https://www.hotels.com/ho282321/hotel-les-rives-de-notre-dame-paris-france/,9.0
First Hotel Paris Tour Eiffel,https://www.hotels.com/ho365665/first-hotel-paris-tour-eiffel-paris-france/,8.4
Le Marcel,https://www.hotels.com/ho428434/hotel-le-marcel-paris-gare-de-l-est-paris-france/,8.4
Hotel Spa La Belle Juliette,https://www.hotels.com/ho282362/hotel-spa-la-belle-juliette-paris-france/,8.8
Primero Primera,https://www.hotels.com/ho407351/hotel-primero-primera-barcelona-spain/,9.6
TRYP Paris Op ra,https://www.hotels.com/ho129402/hotel-paris-opera-affiliated-by-melia-paris-france/,7.8
Mercure Paris Tour Eiffel Pont Mirabeau,https://www.hotels.com/ho184776/hotel-mercure-paris-tour-eiffel-pont-mirabeau-paris-france/,8.4
Hotel Eden,https://www.hotels.com/ho109293/hotel-eden-dorchester-collection-rome-italy/,9.6
Style Hotel,https://www.hotels.com/ho2151464864/sonder-park-house-amsterdam-netherlands/,8.0
Hotel Boltzmann,https://www.hotels.com/ho284553/hotel-boltzmann-vienna-austria/,8.2
Hotel Lumen Paris Louvre,https://www.hotels.com/ho257619/hotel-lumen-paris-louvre-paris-france/,8.6
Petit Palais Hotel De Charme,https://www.hotels.com/ho260033/petit-palais-hotel-de-charme-milan-italy/,8.8
Palazzo Segreti,https://www.hotels.com/ho382996/palazzo-segreti-milan-italy/,9.0
TownHouse Duomo,https://www.hotels.com/ho498944/townhouse-duomo-milan-italy/,7.4
UNA Hotel Scandinavia,https://www.hotels.com/ho124074/unahotels-scandinavia-milano-milan-italy/,8.4
Hotel Pierre Milano,https://www.hotels.com/ho177355/hotel-pierre-milano-milan-italy/,7.8
Plaza Tour Eiffel,https://www.hotels.com/ho259972/plaza-tour-eiffel-hotel-paris-france/,8.8
Arthotel ANA Westbahn,https://www.hotels.com/ho225062/hotel-westbahn-vienna-austria/,8.8
Hyatt Regency Amsterdam,https://www.hotels.com/ho678976/hyatt-regency-amsterdam-amsterdam-netherlands/,9.2
Le Metropolitan a Tribute Portfolio Hotel,https://www.hotels.com/ho128042/le-metropolitan-a-tribute-portfolio-hotel-paris-paris-france/,8.2
Hotel du Petit Moulin,https://www.hotels.com/ho349427/hotel-du-petit-moulin-small-luxury-hotels-of-the-world-paris-france/,9.2
Paris Marriott Opera Ambassador Hotel,https://www.hotels.com/ho115012/paris-marriott-opera-ambassador-paris-france/,8.2
Holiday Inn Vienna City,https://www.hotels.com/ho149085/holiday-inn-vienna-city-vienna-austria/,9.0
Hotel Capitol Milano,https://www.hotels.com/ho207213/hotel-capitol-milan-italy/,8.2
Hotel Louvre Montana,https://www.hotels.com/ho121286/hotel-louvre-montana-paris-france/,9.0
Hotel Liberty,https://www.hotels.com/ho322707/hotel-liberty-prague-czech-republic/,9.2
Mercure Paris Opera Grands Boulevards,https://www.hotels.com/ho282501/mercure-paris-opera-grands-boulevards-paris-france/,8.0
Mercure Paris Pigalle Sacre Coeur,https://www.hotels.com/ho548962/mercure-paris-9-pigalle-sacre-coeur-paris-france/,8.2
Hotel Opera Cadet,https://www.hotels.com/ho163949/opera-cadet-hotel-paris-france/,8.6
Club Hotel Cortina,https://www.hotels.com/ho284617/club-hotel-cortina-vienna-austria/,8.4
TownHouse 12,https://www.hotels.com/ho850733280/four-seasons-hotel-bengaluru-at-embassy-one-bengaluru-india/,9.4
The Levin Hotel,https://www.hotels.com/ho109730/the-lexington-hotel-autograph-collection-new-york-united-states-of-america/,8.2
Les Matins de Paris Spa,https://www.hotels.com/ho530122/hotel-les-matins-de-paris-spa-paris-france/,8.8
Vienna Sporthotel,https://www.hotels.com/ho324205/vienna-sporthotel-vienna-austria/,8.4
H tel Le Walt,https://www.hotels.com/ho1668491040/beautiful-holiday-home-in-mellier-with-roofed-terrace-leglise-belgium/,8.4
Hotel De Vigny,https://www.hotels.com/ho1660308160/neoresid-residence-vigny-musset-grenoble-france/,8.4
Hotel Le Six,https://www.hotels.com/ho186955/hotel-le-six-paris-france/,9.2
The LaLit London,https://www.hotels.com/ho666176/the-lalit-london-london-united-kingdom/,9.2
Hotel Boutique Duomo,https://www.hotels.com/ho465263/hyatt-centric-milan-centrale-milan-italy/,8.8
Villa Eugenie,https://www.hotels.com/ho174047/villa-eugenie-paris-france/,7.0
Vilana Hotel,https://www.hotels.com/ho281954/vilana-hotel-barcelona-spain/,8.2
Hotel Park Villa,https://www.hotels.com/ho281926/hotel-park-villa-vienna-austria/,8.6
Trinit Haussmann,https://www.hotels.com/ho282481/hotel-trinite-haussmann-paris-france/,8.4
Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,https://www.hotels.com/ho235172/hotel-tiziano-gruppo-mini-hotel-milan-italy/,8.6
Snob Hotel by Elegancia,https://www.hotels.com/ho630426/snob-hotel-by-elegancia-paris-france/,8.8
Hotel Bristol A Luxury Collection Hotel,https://www.hotels.com/ho129585/hotel-bristol-a-luxury-collection-hotel-warsaw-warsaw-poland/,9.4
Novotel Milano Nord Ca Granda,https://www.hotels.com/ho124869/novotel-milan-nord-ca-granda-milan-italy/,7.8
TownHouse 33,https://www.hotels.com/ho338385/townhouse-33-milan-italy/,8.4
D clic Hotel,https://www.hotels.com/ho689832128/karma-sanctum-on-the-green-hotel-maidenhead-united-kingdom/,8.2
Vice Versa,https://www.hotels.com/ho414620/vice-versa-paris-france/,8.6
Le Pradey,https://www.hotels.com/ho217503/le-pradey-paris-france/,9.0
Hotel Tocq,https://www.hotels.com/ho151261/hotel-tocq-milan-italy/,8.6
Hotel Astra Opera Astotel,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Mercure Paris Bastille Marais,https://www.hotels.com/ho353205/mercure-paris-bastille-marais-paris-france/,8.4
InterContinental Amstel Amsterdam,https://www.hotels.com/ho106191/intercontinental-amstel-amsterdam-an-ihg-hotel-amsterdam-netherlands/,9.2
Windsor Opera,https://www.hotels.com/ho178301/who-windsor-hotel-opera-paris-france/,8.8
Mercure Paris Op ra Faubourg Montmartre,https://www.hotels.com/ho121005/mercure-paris-opera-faubourg-montmartre-paris-france/,7.8
TH Street Duomo,https://www.hotels.com/ho694653/the-street-milano-duomo-a-design-boutique-hotel-milan-italy/,9.6
Renaissance Barcelona Hotel,https://www.hotels.com/ho415428/renaissance-barcelona-fira-hotel-l-hospitalet-de-llobregat-spain/,9.0
The Zetter Townhouse Clerkenwell,https://www.hotels.com/ho394515/the-zetter-townhouse-clerkenwell-london-united-kingdom/,9.2
The Lanesborough,https://www.hotels.com/ho181858/the-lanesborough-oetker-collection-london-united-kingdom/,9.6
Le Relais M dicis,https://www.hotels.com/ho2499818816/best-western-m-treize-paris-asnieres-asnieres-sur-seine-france/,8.6
The Curtain,https://www.hotels.com/ho686053/mondrian-london-shoreditch-london-united-kingdom/,9.0
Antares Hotel Accademia,https://www.hotels.com/ho193831/hotel-morfeo-milan-italy/,8.6
Villa d Estr es,https://www.hotels.com/ho209808/hotel-kaijoo-by-happyculture-strasbourg-france/,7.8
Park Hyatt Paris Vendome,https://www.hotels.com/ho212231/park-hyatt-paris-vendome-paris-france/,9.2
COMO The Halkin,https://www.hotels.com/ho151388/como-the-halkin-london-united-kingdom/,9.6
The Franklin Hotel Starhotels Collezione,https://www.hotels.com/ho604230/the-franklin-london-starhotels-collezione-london-united-kingdom/,9.4
45 Park Lane Dorchester Collection,https://www.hotels.com/ho478590/45-park-lane-dorchester-collection-london-united-kingdom/,9.4
Hotel Advance,https://www.hotels.com/ho234453/hotel-casa-elliot-barcelona-spain/,9.2
Hotel Arkadenhof,https://www.hotels.com/ho284546/arthotel-ana-gala-vienna-austria/,8.2
Hotel Square,https://www.hotels.com/ho612528/hotel-square-louvois-paris-france/,9.4
Hotel Whistler,https://www.hotels.com/ho251419/hotel-whistler-paris-france/,9.0
Ritz Paris,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Mercure Milano Regency,https://www.hotels.com/ho108772/ih-hotels-milano-regency-milan-italy/,7.8
The Henrietta Hotel,https://www.hotels.com/ho672281/the-henrietta-hotel-london-united-kingdom/,9.6
Admiral Hotel,https://www.hotels.com/ho111261/copenhagen-admiral-hotel-copenhagen-denmark/,9.2
Villa Alessandra,https://www.hotels.com/ho186463/villa-alessandra-paris-france/,8.6
Hotel Silver,https://www.hotels.com/ho313596/hotel-silver-milan-italy/,8.6
Hotel Malte Astotel,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Renaissance Paris Le Parc Trocadero Hotel,https://www.hotels.com/ho109175/renaissance-paris-nobel-tour-eiffel-hotel-paris-france/,8.4
Hotel G tico,https://www.hotels.com/ho2650469792/hogar-tico-estadounidense-dixcove-ghana/,8.4
Mercure Paris 15 Porte de Versailles,https://www.hotels.com/ho179283/hotel-mercure-paris-15-porte-de-versailles-paris-france/,8.4
Hotel Villa Lafayette Paris IX,https://www.hotels.com/ho200868/hotel-petit-lafayette-paris-france/,9.0
Hotel Sezz Paris,https://www.hotels.com/ho391724/hotel-de-seze-paris-france/,9.2
Victoria Palace Hotel,https://www.hotels.com/ho281887/victoria-palace-hotel-paris-paris-france/,9.4
Goralska R sidences H tel Paris Bastille,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Hotel Le Placide Saint Germain Des Pr s,https://www.hotels.com/ho361749/le-placide-saint-germain-des-pres-paris-france/,8.8
Hotel Astor Saint Honor ,https://www.hotels.com/ho113601/maison-astor-paris-curio-collection-by-hilton-paris-france/,8.8
Hotel Dupond Smith,https://www.hotels.com/ho457774/hotel-dupond-smith-paris-france/,9.4
Le Roch Hotel Spa,https://www.hotels.com/ho478103616/le-roch-hotel-spa-paris-france/,9.2
Mercure Paris Bastille Saint Antoine,https://www.hotels.com/ho272744/mercure-paris-bastille-saint-antoine-paris-france/,7.8
MiHotel,https://www.hotels.com/ho1459881248/mihotel-la-tour-rose-lyon-france/,8.6
Hotel Le Pera,https://www.hotels.com/ho172519/hotel-de-buci-paris-france/,9.2
The Level at Melia Barcelona Sky,https://www.hotels.com/ho437230/the-level-at-melia-barcelona-sky-barcelona-spain/,8.6
Mercure Paris Arc de Triomphe Etoile,https://www.hotels.com/ho110164/mercure-paris-arc-de-triomphe-etoile-paris-france/,8.0
Am Spiegeln,https://www.hotels.com/ho864568288/am-spiegeln-dialog-hotel-wien-vienna-austria/,8.8
Mandarin Oriental Paris,https://www.hotels.com/ho380965/mandarin-oriental-paris-paris-france/,9.0
L Edmond H tel,https://www.hotels.com/ho642885/tesoro-escondido-lodge-and-cabins-bocas-del-toro-panama/,7.6
Boutique H tel Konfidentiel,https://www.hotels.com/ho120514/les-jardins-du-marais-paris-france/,8.2
Hotel Seven One Seven,https://www.hotels.com/ho194485/hotel-seven-one-seven-amsterdam-netherlands/,9.2
Bulgari Hotel Milano,https://www.hotels.com/ho220590/bulgari-hotel-milan-milan-italy/,9.2
AC Hotel Irla a Marriott Lifestyle Hotel,https://www.hotels.com/ho2497249504/sonder-paseo-de-gracia-barcelona-spain/,9.2
Splendide Royal Paris,https://www.hotels.com/ho659054/hotel-splendide-royal-paris-relais-chateaux-paris-france/,9.8
Palais Coburg Residenz,https://www.hotels.com/ho222912/palais-coburg-residenz-vienna-austria/,9.4
Hotel Eiffel Blomet,https://www.hotels.com/ho533810/hotel-eiffel-blomet-paris-france/,9.2
Renaissance Paris Vendome Hotel,https://www.hotels.com/ho107344/renaissance-paris-vendome-hotel-paris-france/,8.4
Ibis Styles Paris Gare Saint Lazare,https://www.hotels.com/ho118344/ibis-styles-paris-gare-saint-lazare-paris-france/,8.4
Room Mate Gerard,https://www.hotels.com/ho678902/room-mate-gerard-barcelona-spain/,9.4
Drawing Hotel,https://www.hotels.com/ho665221/drawing-hotel-paris-france/,9.0
Hotel Chavanel,https://www.hotels.com/ho453793/hotel-chavanel-paris-paris-france/,8.8
XO Hotel,https://www.hotels.com/ho420912/xo-hotels-park-west-amsterdam-netherlands/,8.8
MARQUIS Faubourg St Honor Relais Ch teaux,https://www.hotels.com/ho2499818816/best-western-m-treize-paris-asnieres-asnieres-sur-seine-france/,8.6
Boundary Rooms Suites,https://www.hotels.com/ho91221728/boundary-london-london-united-kingdom/,8.8
Hotel Daniel Paris,https://www.hotels.com/ho191332/hotel-daniel-paris-paris-france/,9.6
Le Lavoisier,https://www.hotels.com/ho283023/hotel-le-lavoisier-paris-france/,7.6
Ibis Styles Milano Palmanova,https://www.hotels.com/ho121680/hotel-milano-palmanova-milan-italy/,7.6
Hotel Wagner,https://www.hotels.com/ho279538/hotel-wagner-milan-italy/,7.4
Hotel Gallitzinberg,https://www.hotels.com/ho118696512/umwelthotel-gallitzinberg-vienna-austria/,7.4
